name, pieces, minifigs, image
Nexo Knights Intro Pack,1,1,https://images.brickset.com/sets/small/5004388-1.jpg?201601050913
Battle Station,2,None,https://images.brickset.com/sets/small/5004389-1.jpg?201602150901
King's Guard,1,1,https://images.brickset.com/sets/small/5004390-1.jpg?201606281050
Sky Pirates Battle,1,1,https://images.brickset.com/sets/small/5004391-1.jpg?201512141117
Cole,1,1,https://images.brickset.com/sets/small/5004393-1.jpg?201611300919
Jewelry and Sticker Pack,None,None,https://images.brickset.com/sets/small/5004395-1.jpg?201512141120
Friends Playmat,None,None,https://images.brickset.com/sets/small/5004398-1.jpg?201608051029
Wildlife Puzzle,1,None,https://images.brickset.com/sets/small/5004401-1.jpg?201608210825
Playmat,None,None,https://images.brickset.com/sets/small/5004403-1.jpg?201512141121
Police Chase,3,None,https://images.brickset.com/sets/small/5004404-1.jpg?201607190200
First Order General,1,1,https://images.brickset.com/sets/small/5004406-1.jpg?201611300919
Rebel A-wing Pilot,1,1,https://images.brickset.com/sets/small/5004408-1.jpg?201606050827
Accessory pack,None,None,https://images.brickset.com/sets/small/5004409-1.jpg?201512141124
Classic Knights Minifigure,1,1,https://images.brickset.com/sets/small/5004419-1.jpg?201606281050
Toy Soldier,1,None,https://images.brickset.com/sets/small/5004420-1.jpg?201610281027
Musicians minifigure collection,4,4,https://images.brickset.com/sets/small/5004421-1.jpg?201608291115
Warriors minifigure collection,4,4,https://images.brickset.com/sets/small/5004422-1.jpg?201608290736
Iconic Easter Minifigure,1,1,https://images.brickset.com/sets/small/5004468-1.jpg?201602281011
Wonder Woman Minifigure Alarm Clock,None,None,https://images.brickset.com/sets/small/5004538-1.jpg?201603250345
Athletes minifigure collection,4,4,https://images.brickset.com/sets/small/5004423-1.jpg?201608290736
Cops and Robbers minifigure collection,4,4,https://images.brickset.com/sets/small/5004424-1.jpg?201608290735
Lucy Wyldstyle Minifigure Link Watch,None,None,https://images.brickset.com/sets/small/5004612-1.jpg?201601050913
NINJAGO Shadow of Ronin ,None,None,https://images.brickset.com/sets/small/5004720-1.jpg?201701111044
NINJAGO Shadow of Ronin,None,None,https://images.brickset.com/sets/small/5004721-1.jpg?201701111044
The Joker Key Light,None,None,https://images.brickset.com/sets/small/5004797-1.jpg?201604291059
WeDo 2.0 ReadyGo Classroom Packs,None,None,https://images.brickset.com/sets/small/5004833-1.jpg?201601111255
WeDo 2.0 YouCreate Classroom Packs,None,None,https://images.brickset.com/sets/small/5004837-1.jpg?201601111248
 WeDo 2.0 Add-On Power Pack,None,None,https://images.brickset.com/sets/small/5004838-1.jpg?201601110105
Anakin Skywalker Minifigure Watch,None,None,https://images.brickset.com/sets/small/5005011-1.jpg?201601150931
Classic Minifigure Link Watch,None,None,https://images.brickset.com/sets/small/5005015-1.jpg?201601150931
Yoda Minifigure Watch,None,None,https://images.brickset.com/sets/small/5005017-1.jpg?201601150931
Luke Skywalker Watch,None,None,https://images.brickset.com/sets/small/5005018-1.jpg?201601150931
4 stud Black Storage Brick,None,None,https://images.brickset.com/sets/small/5005020-1.jpg?201604291059
8 stud Bright Purple Storage Brick,None,None,https://images.brickset.com/sets/small/5005027-1.jpg?201604291059
8 stud Black Storage Brick,None,None,https://images.brickset.com/sets/small/5005031-1.jpg?201604291059
Darth Vader Watch,None,None,https://images.brickset.com/sets/small/5005032-1.jpg?201604291059
Superman Minifigure Link Watch,None,None,https://images.brickset.com/sets/small/5005041-1.jpg?201605201119
NINJAGO Luggage Tag,None,None,https://images.brickset.com/sets/small/5005042-1.jpg?201606181248
City Luggage Tag,None,None,https://images.brickset.com/sets/small/5005043-1.jpg?201606181248
Friends of Heartlake City Girlz 4 Life,None,None,https://images.brickset.com/sets/small/5005051-1.jpg?201608080843
Marvel Avengers XBOX 360 Video Game,None,None,https://images.brickset.com/sets/small/5005057-1.jpg?201602150901
Marvel Avengers Wii U Video Game,None,None,https://images.brickset.com/sets/small/5005058-1.jpg?201602150901
Marvel Avengers PS3 Video Game,None,None,https://images.brickset.com/sets/small/5005059-1.jpg?201602150901
Marvel Avengers Nintendo 3DS Video Game,None,None,https://images.brickset.com/sets/small/5005060-1.jpg?201602150901
Stormtrooper Kid's Watch,None,None,https://images.brickset.com/sets/small/5005098-1.jpg?201603050915
Batman Buildable Watch,None,None,https://images.brickset.com/sets/small/5005099-1.jpg?201604291059
Stephanie Watch with Mini-Doll,None,None,https://images.brickset.com/sets/small/5005100-1.jpg?201603050915
LEGO Buildable Ruler,None,None,https://images.brickset.com/sets/small/5005107-1.jpg?201606010942
LEGO Erasers (Blue Yellow),None,None,https://images.brickset.com/sets/small/5005108-1.jpg?201606181248
LEGO 3 Pack Gel Pen Set,None,None,https://images.brickset.com/sets/small/5005109-1.jpg?201606181248
LEGO Brick Pencil Case (Red),None,None,https://images.brickset.com/sets/small/5005110-1.jpg?201606181248
LEGO 9 Pack Graphite Pencils,None,None,https://images.brickset.com/sets/small/5005111-1.jpg?201606181248
LEGO Pencil Sharpeners,None,None,https://images.brickset.com/sets/small/5005112-1.jpg?201606181248
Aaron Minifigure Alarm Clock,None,None,https://images.brickset.com/sets/small/5005113-1.jpg?201606181248
Clay Minifigure Alarm Clock,None,None,https://images.brickset.com/sets/small/5005115-1.jpg?201606281050
Jay Minifigure Alarm Clock,None,None,https://images.brickset.com/sets/small/5005117-1.jpg?201606181248
Lloyd Minifigure Alarm Clock,None,None,https://images.brickset.com/sets/small/5005118-1.jpg?201606181248
Kai Minifigure Alarm Clock,None,None,https://images.brickset.com/sets/small/5005121-1.jpg?201606281050
The Force Awakens PS 4 Video Game – Deluxe Edition,None,None,https://images.brickset.com/sets/small/5005136-1.jpg?201609201033
The Force Awakens Xbox 360 Video Game,None,None,https://images.brickset.com/sets/small/5005137-1.jpg?201608080843
The Force Awakens Xbox One Video Game – Deluxe Edition,None,None,https://images.brickset.com/sets/small/5005138-1.jpg?201609201033
The Force Awakens PS 4 Video Game,None,None,https://images.brickset.com/sets/small/5005139-1.jpg?201608080843
The Force Awakens Xbox One Video Game,None,None,https://images.brickset.com/sets/small/5005140-1.jpg?201608080843
The Force Awakens Wii U Video Game,None,None,https://images.brickset.com/sets/small/5005141-1.jpg?201608080843
Journal with White Band,None,None,https://images.brickset.com/sets/small/5005144-1.jpg?201606181248
Stationery Organizer,None,None,https://images.brickset.com/sets/small/5005145-1.jpg?201606181248
9 Pack Gel Pen Set,None,None,https://images.brickset.com/sets/small/5005146-1.jpg?201606181248
9 Pack Marker Set,None,None,https://images.brickset.com/sets/small/5005147-1.jpg?201606181248
9 Pack Colored Pencil with Toppers Pack,None,None,https://images.brickset.com/sets/small/5005148-1.jpg?201606181248
Gingerbread Man,1,1,https://images.brickset.com/sets/small/5005156-1.jpg?201612121059
Stationery Kit,None,None,/assets/images/misc/blankbox.gif
Nexo Knights Season 1 DVD,None,None,https://images.brickset.com/sets/small/5005182-1.jpg?201703240318
LEGO Mixels - Series 7 - Display Box,None,None,https://images.brickset.com/sets/small/6139025-1.jpg?201604021108
LEGO Mixels - Series 8 - Display Box,None,None,https://images.brickset.com/sets/small/MIXELBOX-8.jpg?201605120223
Escape the Space Slug,None,None,https://images.brickset.com/sets/small/MAYFOURTH-1.jpg?201605010201
LEGO Star Wars: Droid Tales,None,None,https://images.brickset.com/sets/small/B0189OU0JY-1.jpg?201512070113
Scorpion,None,None,https://images.brickset.com/sets/small/BIO601601-1.jpg?201606181234
Ekimu Falcon,None,None,https://images.brickset.com/sets/small/BIO601602-1.jpg?201610090227
Bordeaux, France, Exclusive Minifigure Pack,None,None,https://images.brickset.com/sets/small/BORDEAUX-1.jpg?201606060948
Justice League: Cosmic Clash DVD/Blu-Ray,None,None,https://images.brickset.com/sets/small/DCSHDVD3-1.jpg?201603090651
Justice League: Gotham City Breakout DVD/Blu-ray,None,None,https://images.brickset.com/sets/small/DCSHDVD4-1.jpg?201603230738
Miku The Dragon,None,None,https://images.brickset.com/sets/small/EL241601-1.jpg?201603270341
Jynx the Witch's Cat,None,None,https://images.brickset.com/sets/small/EL241602-1.jpg?201611131020
Pony Grooming Kit,None,None,https://images.brickset.com/sets/small/FR471602-1.jpg?201607241051
Parrot and Nest,None,None,https://images.brickset.com/sets/small/FR561601-1.jpg?201604130450
Valentine's Post Box,None,None,https://images.brickset.com/sets/small/FR561602-1.jpg?201602210212
Dog on stage,None,None,https://images.brickset.com/sets/small/FR561603-1.jpg?201603030817
Chocolate Kitchen,None,None,https://images.brickset.com/sets/small/FR561604-1.jpg?201604230814
Ice Cream Cart,None,None,https://images.brickset.com/sets/small/FR561605-1.jpg?201607180757
Rabbit and hutch,None,None,https://images.brickset.com/sets/small/FR561606-1.jpg?201606060405
Happy Beach,None,None,https://images.brickset.com/sets/small/FR561607-1.jpg?201607180756
Cake stall,None,None,https://images.brickset.com/sets/small/FR561608-1.jpg?201610190850
Olivia's Laboratory ,None,None,https://images.brickset.com/sets/small/FR561609-1.jpg?201609280910
Halloween Shop,None,None,https://images.brickset.com/sets/small/FR561610-1.jpg?201610230907
Gift wrapping table,None,None,https://images.brickset.com/sets/small/FR561611-1.jpg?201612010738
Christmas Fireplace,None,None,https://images.brickset.com/sets/small/FR561612-1.jpg?201612140626
Lou Seal Buildable Figure,None,None,https://images.brickset.com/sets/small/GIANTS2016-1.jpg?201606180838
LEGO DC Super Heroes: Character Encyclopedia ,1,1,https://images.brickset.com/sets/small/ISBN024119931X-1.jpg?201603030816
LEGO Nexo Knights: The Book of Knights,None,None,https://images.brickset.com/sets/small/ISBN1465454004-1.jpg?201605250849
LEGO Ninjago Character Encyclopedia: Updated and Expanded,1,1,https://images.brickset.com/sets/small/ISBN0241232481-1.jpg?201603291018
LEGO Star Wars: Build Your Own Adventure,None,None,https://images.brickset.com/sets/small/ISBN1465450459-1.jpg?201603090933
LEGO City: Build Your Own Adventure,None,None,https://images.brickset.com/sets/small/ISBN1465450467-1.jpg?201603090934
The Complete LEGO Minifigure Catalogue,None,None,https://images.brickset.com/sets/small/ISBN0473372967-1.jpg?201611261112
Brick History: Amazing Historical Scenes to Build from LEGO,None,None,https://images.brickset.com/sets/small/ISBN0750967579-1.jpg?201601221124
Building with Virtual LEGO: Getting Started with LEGO Digital Designer, LDraw, and Mecabricks,None,None,https://images.brickset.com/sets/small/ISBN125986183X-1.jpg?201611261058
Brick History: A Brick History of the World in LEGO (US Edition),None,None,https://images.brickset.com/sets/small/ISBN143800754X-1.jpg?201601221125
Brick Animals: 40 Clever & Creative Ideas to Make from LEGO (US Edition),None,None,https://images.brickset.com/sets/small/ISBN1438008805-1.jpg?201604130448
Brick Cars: 40 Clever & Creative Ideas to Make from LEGO (US Edition),None,None,https://images.brickset.com/sets/small/ISBN1438008813-1.jpg?201604130448
The Ultimate Guide to Collectible Minifigures,None,None,https://images.brickset.com/sets/small/ISBN1440246998-1.jpg?201604130448
LEGO Star Wars: Chronicles of the Force,1,1,https://images.brickset.com/sets/small/ISBN1465449671-1.jpg?201605010840
365 Things to Do with LEGO Bricks,None,None,https://images.brickset.com/sets/small/ISBN1465453024-1.jpg?201607251023
The 2015 LEGO Minifigure Catalog: 1st Edition,None,None,https://images.brickset.com/sets/small/ISBN1530840082-1.jpg?201604251103
The Star Wars LEGO Minifigure Catalog: 5th Edition,None,None,https://images.brickset.com/sets/small/ISBN1530886848-1.jpg?201604251103
The 2014 LEGO Minifigure Catalog: 2nd Edition,None,None,https://images.brickset.com/sets/small/ISBN1530919223-1.jpg?201604251105
The Middle Earth LEGO Minifigure Catalog,None,None,https://images.brickset.com/sets/small/ISBN1535193425-1.jpg?201608210854
Tiny LEGO Wonders: Build 42 Impressive Miniscale Models,None,None,https://images.brickset.com/sets/small/ISBN1593277350-1.jpg?201604260902
The LEGO Animation Book: Make Your Own LEGO Movies!,None,None,https://images.brickset.com/sets/small/ISBN1593277415-1.jpg?201611261032
The Unofficial LEGO Technic Builder's Guide: 2nd Edition,None,None,https://images.brickset.com/sets/small/ISBN1593277601-1.jpg?201604221124
The LEGO Christmas Ornaments Book: 15 Designs to Spread Holiday Cheer,None,None,https://images.brickset.com/sets/small/ISBN1593277660-1.jpg?201607251043
Geeky LEGO Crafts: 21 Fun and Quirky Projects,None,None,https://images.brickset.com/sets/small/ISBN1593277679-1.jpg?201603270332
Awesome LEGO Creations with Bricks You Already Have,None,None,https://images.brickset.com/sets/small/ISBN1624142818-1.jpg?201603270335
Birds from Bricks: Designs That Make LEGO Take Flight,None,None,https://images.brickset.com/sets/small/ISBN1631590790-1.jpg?201511161223
Brick by Brick: Space,None,None,https://images.brickset.com/sets/small/ISBN1783422815-1.jpg?201607250311
The Greatest LEGO Builds of All Time,None,None,https://images.brickset.com/sets/small/ISBN1626867968-1.jpg?201603270332
Build It! Volume 1,None,None,https://images.brickset.com/sets/small/ISBN1943328803-1.jpg?201607250311
Build It! Volume 2,None,None,https://images.brickset.com/sets/small/ISBN1943328811-1.jpg?201607250311
Build It! Volume 3,None,None,https://images.brickset.com/sets/small/ISBN194332882X-1.jpg?201607250312
Build It! World Landmarks,None,None,https://images.brickset.com/sets/small/ISBN1943328838-1.jpg?201607250312
LEGO Trains - concepts and techniques for realistic models,None,None,https://images.brickset.com/sets/small/ISBN3864903556-1.jpg?201606160838
LEGO Tips for Kids: LEGO Space,None,None,https://images.brickset.com/sets/small/ISBN3958433901-1.jpg?201607250317
Lester,1,1,https://images.brickset.com/sets/small/LESTER-1.jpg?201611171134
LEGO Mixels - Series 9 - Display Box,None,None,https://images.brickset.com/sets/small/MIXELBOX-9.jpg?201610111238
Lance,None,None,https://images.brickset.com/sets/small/NEX271601-1.jpg?201602210930
Jet Horse,None,None,https://images.brickset.com/sets/small/NEX271602-1.jpg?201603300814
Robin,None,None,https://images.brickset.com/sets/small/NEX271603-1.jpg?201604230811
Two Globlin Spiders,None,None,https://images.brickset.com/sets/small/NEX271604-1.jpg?201606060400
Lava Warrior,None,None,https://images.brickset.com/sets/small/NEX271605-1.jpg?201606241039
Knight Racer,None,None,https://images.brickset.com/sets/small/NIN271606-1.jpg?201607241046
Firecracker Catapult,None,None,https://images.brickset.com/sets/small/NEX271607-1.jpg?201608250953
Kid Clay,None,None,https://images.brickset.com/sets/small/NEX271608-1.jpg?201610030817
Bat-Gun,None,None,https://images.brickset.com/sets/small/NEX271609-1.jpg?201610230906
Mighty Mech Bot,None,None,https://images.brickset.com/sets/small/NEX271610-1.jpg?201612030914
Pilot Bot,None,None,https://images.brickset.com/sets/small/NEX271611-1.jpg?201701041052
Kai,None,None,https://images.brickset.com/sets/small/NIN891609-1.jpg?201711041106
Clouse,None,None,https://images.brickset.com/sets/small/NIN891610-1.jpg?201603050855
Cole,None,None,https://images.brickset.com/sets/small/NIN891611-1.jpg?201604040848
Sqiffy,None,None,https://images.brickset.com/sets/small/NIN891602-1.jpg?201604230813
Kai's Dragon,None,None,https://images.brickset.com/sets/small/NIN891613-1.jpg?201605051051
Cyren,None,None,https://images.brickset.com/sets/small/NIN891614-1.jpg?201606060358
Jay,None,None,https://images.brickset.com/sets/small/NIN891615-1.jpg?201607241045
Bucko ,None,None,https://images.brickset.com/sets/small/NIN891616-1.jpg?201608250707
Titanium Zane,None,None,https://images.brickset.com/sets/small/NIN891617-1.jpg?201709260956
Ronin,None,None,https://images.brickset.com/sets/small/NIN891618-1.jpg?201610260654
Pirate's Fighter,None,None,https://images.brickset.com/sets/small/NIN891619-1.jpg?201611260101
Nya,None,None,https://images.brickset.com/sets/small/NIN891620-1.jpg?201701041052
Batgirl,None,None,https://images.brickset.com/sets/small/NYCC2016-1.jpg?201610070835
Paris Forum Des Halles Exclusive Minifigure Pack,None,None,https://images.brickset.com/sets/small/PARIS-1.jpg?201609201050
Boston Red Sox baseball player ,None,None,https://images.brickset.com/sets/small/REDSOX-1.jpg?201609200319
San Francisco Exclusive Minifigure Pack,None,None,/assets/images/misc/blankbox.gif
Atom,None,None,https://images.brickset.com/sets/small/SDCC2016-6.jpg?201607210805
Steve Rogers Captain America,1,1,https://images.brickset.com/sets/small/SDCC2016-5.jpg?201607210806
Stockholm minifigure collection,None,None,https://images.brickset.com/sets/small/STOCKHOLM-1.jpg?201605300921
Millennium Falcon,None,None,https://images.brickset.com/sets/small/SW911607-1.jpg?201601051048
Landspeeder,None,None,https://images.brickset.com/sets/small/SW911608-1.jpg?201706070736
Naboo Starfighter,None,None,https://images.brickset.com/sets/small/SW911609-1.jpg?201703240328
Probe Droid,None,None,https://images.brickset.com/sets/small/SW911610-1.jpg?201604090913
AAT,None,None,https://images.brickset.com/sets/small/SW911611-1.jpg?201604230812
Acklay,None,None,https://images.brickset.com/sets/small/SW911612-1.jpg?201606060359
TIE Bomber,None,None,https://images.brickset.com/sets/small/SW911613-1.jpg?201607180758
Yoda's Hut,None,None,https://images.brickset.com/sets/small/SW911614-1.jpg?201608180749
AT-AT,None,None,https://images.brickset.com/sets/small/SW911615-1.jpg?201609121144
MTT,None,None,https://images.brickset.com/sets/small/SW911616-1.jpg?201610090228
Palpatine's Shuttle,None,None,https://images.brickset.com/sets/small/SW911617-1.jpg?201611180944
LEGO Star Wars: The Freemaker Adventures - Complete Season One (DVD/Blu-ray),None,None,https://images.brickset.com/sets/small/SWDVD-1.jpg?201609100910
Captain America Mosaic,None,None,https://images.brickset.com/sets/small/TRUCAPAM-1.jpg?201608280908
Cogsworth,None,None,https://images.brickset.com/sets/small/TRUCOGSWORTH-1.jpg?201609280917
Millennium Falcon,None,None,https://images.brickset.com/sets/small/TRUFALCON-1.jpg?201605090654
Frankenstein's Monster,None,None,https://images.brickset.com/sets/small/TRUFRANK-1.jpg?201710290835
Lumiere,None,None,https://images.brickset.com/sets/small/TRULUMIERE-1.jpg?201609280918
Nexo Knights Shield Dock ,None,None,https://images.brickset.com/sets/small/TRUNEXO-1.jpg?201605090646
Winner's Podium,None,None,https://images.brickset.com/sets/small/TRUPODIUM-1.jpg?201606211047
