Series Name,Series Code,Country Name,Country Code,2023 [YR2023]
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bahrain,BHR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bangladesh,BGD,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Barbados,BRB,1.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belarus,BLR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belgium,BEL,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belize,BLZ,1.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Benin,BEN,0.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bermuda,BMU,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bhutan,BTN,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bolivia,BOL,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bosnia and Herzegovina,BIH,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Botswana,BWA,16.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Brazil,BRA,0.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,British Virgin Islands,VGB,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Brunei Darussalam,BRN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bulgaria,BGR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Burkina Faso,BFA,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Burundi,BDI,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cabo Verde,CPV,0.9
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cambodia,KHM,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cameroon,CMR,2.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Canada,CAN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cayman Islands,CYM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Central African Republic,CAF,2.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Chad,TCD,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Channel Islands,CHI,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Chile,CHL,0.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,China,CHN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Colombia,COL,0.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Comoros,COM,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Congo, Dem. Rep.",COD,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Congo, Rep.",COG,3.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Costa Rica,CRI,0.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cote d'Ivoire,CIV,1.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Croatia,HRV,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cuba,CUB,0.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Curacao,CUW,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cyprus,CYP,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Czechia,CZE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Denmark,DNK,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Djibouti,DJI,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Dominica,DMA,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Dominican Republic,DOM,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ecuador,ECU,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Egypt, Arab Rep.",EGY,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,El Salvador,SLV,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Equatorial Guinea,GNQ,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Eritrea,ERI,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Estonia,EST,0.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ethiopia,ETH,0.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Faroe Islands,FRO,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Fiji,FJI,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Finland,FIN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,France,FRA,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,French Polynesia,PYF,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Gabon,GAB,2.9
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Gambia, The",GMB,1.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Georgia,GEO,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Germany,DEU,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ghana,GHA,1.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Gibraltar,GIB,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Greece,GRC,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Greenland,GRL,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Grenada,GRD,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guam,GUM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guatemala,GTM,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guinea,GIN,1.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guinea-Bissau,GNB,2.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guyana,GUY,1.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Haiti,HTI,1.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Honduras,HND,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Hong Kong SAR, China",HKG,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Hungary,HUN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Iceland,ISL,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,India,IND,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Indonesia,IDN,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Iran, Islamic Rep.",IRN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Iraq,IRQ,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ireland,IRL,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Isle of Man,IMN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Israel,ISR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Italy,ITA,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Jamaica,JAM,1.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Japan,JPN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Jordan,JOR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kazakhstan,KAZ,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kenya,KEN,3.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kiribati,KIR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Korea, Dem. People's Rep.",PRK,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Korea, Rep.",KOR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kosovo,XKX,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kuwait,KWT,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kyrgyz Republic,KGZ,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lao PDR,LAO,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latvia,LVA,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lebanon,LBN,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lesotho,LSO,18
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Liberia,LBR,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Libya,LBY,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Liechtenstein,LIE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lithuania,LTU,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Luxembourg,LUX,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Macao SAR, China",MAC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,North Macedonia,MKD,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Madagascar,MDG,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Malawi,MWI,6.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Malaysia,MYS,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Maldives,MDV,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mali,MLI,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Malta,MLT,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Marshall Islands,MHL,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mauritania,MRT,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mauritius,MUS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mexico,MEX,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Micronesia, Fed. Sts.",FSM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Moldova,MDA,0.9
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Monaco,MCO,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mongolia,MNG,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Montenegro,MNE,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Morocco,MAR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mozambique,MOZ,11.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Myanmar,MMR,0.9
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Namibia,NAM,9.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nauru,NRU,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nepal,NPL,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Netherlands,NLD,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,New Caledonia,NCL,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,New Zealand,NZL,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nicaragua,NIC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Niger,NER,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nigeria,NGA,1.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Northern Mariana Islands,MNP,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Norway,NOR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Oman,OMN,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Pakistan,PAK,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Palau,PLW,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Panama,PAN,1.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Papua New Guinea,PNG,1.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Paraguay,PRY,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Peru,PER,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Philippines,PHL,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Poland,POL,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Portugal,PRT,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Puerto Rico (US),PRI,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Qatar,QAT,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Romania,ROU,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Russian Federation,RUS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Rwanda,RWA,2.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Samoa,WSM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,San Marino,SMR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sao Tome and Principe,STP,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Saudi Arabia,SAU,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Senegal,SEN,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Serbia,SRB,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Seychelles,SYC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sierra Leone,SLE,1.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Singapore,SGP,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sint Maarten (Dutch part),SXM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovak Republic,SVK,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovenia,SVN,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Solomon Islands,SLB,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Somalia, Fed. Rep.",SOM,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Africa,ZAF,17.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Sudan,SSD,1.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Spain,ESP,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sri Lanka,LKA,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Kitts and Nevis,KNA,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Lucia,LCA,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Martin (French part),MAF,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Vincent and the Grenadines,VCT,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sudan,SDN,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Suriname,SUR,1.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Eswatini,SWZ,24.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sweden,SWE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Switzerland,CHE,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Syrian Arab Republic,SYR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tajikistan,TJK,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tanzania,TZA,3.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Thailand,THA,1.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Timor-Leste,TLS,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Togo,TGO,1.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tonga,TON,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Trinidad and Tobago,TTO,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tunisia,TUN,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkiye,TUR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkmenistan,TKM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turks and Caicos Islands,TCA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tuvalu,TUV,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uganda,UGA,5.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ukraine,UKR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Arab Emirates,ARE,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Kingdom,GBR,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United States,USA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uruguay,URY,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uzbekistan,UZB,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vanuatu,VUT,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Venezuela, RB",VEN,0.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Viet Nam,VNM,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Virgin Islands (U.S.),VIR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,West Bank and Gaza,PSE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Yemen, Rep.",YEM,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zambia,ZMB,9.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zimbabwe,ZWE,10.3
Forest area (sq. km),AG.LND.FRST.K2,Afghanistan,AFG,12084.4
Forest area (sq. km),AG.LND.FRST.K2,Albania,ALB,7889
Forest area (sq. km),AG.LND.FRST.K2,Algeria,DZA,19775.926
Forest area (sq. km),AG.LND.FRST.K2,American Samoa,ASM,170.4
Forest area (sq. km),AG.LND.FRST.K2,Andorra,AND,160
Forest area (sq. km),AG.LND.FRST.K2,Angola,AGO,649421.859
Forest area (sq. km),AG.LND.FRST.K2,Antigua and Barbuda,ATG,79.259
Forest area (sq. km),AG.LND.FRST.K2,Argentina,ARG,282461.852
Forest area (sq. km),AG.LND.FRST.K2,Armenia,ARM,3276.3
Forest area (sq. km),AG.LND.FRST.K2,Aruba,ABW,4.2
Forest area (sq. km),AG.LND.FRST.K2,Australia,AUS,1340051
Forest area (sq. km),AG.LND.FRST.K2,Austria,AUT,38982.667
Forest area (sq. km),AG.LND.FRST.K2,Azerbaijan,AZE,11663.53
Forest area (sq. km),AG.LND.FRST.K2,"Bahamas, The",BHS,5098.6
Forest area (sq. km),AG.LND.FRST.K2,Bahrain,BHR,7.6
Forest area (sq. km),AG.LND.FRST.K2,Bangladesh,BGD,18834
Forest area (sq. km),AG.LND.FRST.K2,Barbados,BRB,63
Forest area (sq. km),AG.LND.FRST.K2,Belarus,BLR,88111
Forest area (sq. km),AG.LND.FRST.K2,Belgium,BEL,6893
Forest area (sq. km),AG.LND.FRST.K2,Belize,BLZ,12435.7
Forest area (sq. km),AG.LND.FRST.K2,Benin,BEN,29851.5
Forest area (sq. km),AG.LND.FRST.K2,Bermuda,BMU,10
Forest area (sq. km),AG.LND.FRST.K2,Bhutan,BTN,27310.2
Forest area (sq. km),AG.LND.FRST.K2,Bolivia,BOL,502063.436
Forest area (sq. km),AG.LND.FRST.K2,Bosnia and Herzegovina,BIH,21879.1
Forest area (sq. km),AG.LND.FRST.K2,Botswana,BWA,148998
Forest area (sq. km),AG.LND.FRST.K2,Brazil,BRA,4929787.518
Forest area (sq. km),AG.LND.FRST.K2,British Virgin Islands,VGB,36.2
Forest area (sq. km),AG.LND.FRST.K2,Brunei Darussalam,BRN,3800
Forest area (sq. km),AG.LND.FRST.K2,Bulgaria,BGR,39320
Forest area (sq. km),AG.LND.FRST.K2,Burkina Faso,BFA,60664
Forest area (sq. km),AG.LND.FRST.K2,Burundi,BDI,2796.4
Forest area (sq. km),AG.LND.FRST.K2,Cabo Verde,CPV,466.2
Forest area (sq. km),AG.LND.FRST.K2,Cambodia,KHM,76013
Forest area (sq. km),AG.LND.FRST.K2,Cameroon,CMR,201724.8
Forest area (sq. km),AG.LND.FRST.K2,Canada,CAN,3468171.459
Forest area (sq. km),AG.LND.FRST.K2,Cayman Islands,CYM,125.933
Forest area (sq. km),AG.LND.FRST.K2,Central African Republic,CAF,222130
Forest area (sq. km),AG.LND.FRST.K2,Chad,TCD,39803.703
Forest area (sq. km),AG.LND.FRST.K2,Channel Islands,CHI,..
Forest area (sq. km),AG.LND.FRST.K2,Chile,CHL,185794.421
Forest area (sq. km),AG.LND.FRST.K2,China,CHN,2256168.9
Forest area (sq. km),AG.LND.FRST.K2,Colombia,COL,585440.541
Forest area (sq. km),AG.LND.FRST.K2,Comoros,COM,316
Forest area (sq. km),AG.LND.FRST.K2,"Congo, Dem. Rep.",COD,1228511.159
Forest area (sq. km),AG.LND.FRST.K2,"Congo, Rep.",COG,219010
Forest area (sq. km),AG.LND.FRST.K2,Costa Rica,CRI,30839.8
Forest area (sq. km),AG.LND.FRST.K2,Cote d'Ivoire,CIV,24980.541
Forest area (sq. km),AG.LND.FRST.K2,Croatia,HRV,19466.1
Forest area (sq. km),AG.LND.FRST.K2,Cuba,CUB,32420
Forest area (sq. km),AG.LND.FRST.K2,Curacao,CUW,0.7
Forest area (sq. km),AG.LND.FRST.K2,Cyprus,CYP,1724.7
Forest area (sq. km),AG.LND.FRST.K2,Czechia,CZE,26825.2
Forest area (sq. km),AG.LND.FRST.K2,Denmark,DNK,6312.6
Forest area (sq. km),AG.LND.FRST.K2,Djibouti,DJI,60.436
Forest area (sq. km),AG.LND.FRST.K2,Dominica,DMA,478.7
Forest area (sq. km),AG.LND.FRST.K2,Dominican Republic,DOM,21683.7
Forest area (sq. km),AG.LND.FRST.K2,Ecuador,ECU,123050.2
Forest area (sq. km),AG.LND.FRST.K2,"Egypt, Arab Rep.",EGY,449.8
Forest area (sq. km),AG.LND.FRST.K2,El Salvador,SLV,5703.8
Forest area (sq. km),AG.LND.FRST.K2,Equatorial Guinea,GNQ,24233.4
Forest area (sq. km),AG.LND.FRST.K2,Eritrea,ERI,10457.8
Forest area (sq. km),AG.LND.FRST.K2,Estonia,EST,24384
Forest area (sq. km),AG.LND.FRST.K2,Ethiopia,ETH,168495
Forest area (sq. km),AG.LND.FRST.K2,Faroe Islands,FRO,0.8
Forest area (sq. km),AG.LND.FRST.K2,Fiji,FJI,11600.6
Forest area (sq. km),AG.LND.FRST.K2,Finland,FIN,224090
Forest area (sq. km),AG.LND.FRST.K2,France,FRA,175032
Forest area (sq. km),AG.LND.FRST.K2,French Polynesia,PYF,1494.6
Forest area (sq. km),AG.LND.FRST.K2,Gabon,GAB,234949.6
Forest area (sq. km),AG.LND.FRST.K2,"Gambia, The",GMB,2254.659
Forest area (sq. km),AG.LND.FRST.K2,Georgia,GEO,28224
Forest area (sq. km),AG.LND.FRST.K2,Germany,DEU,114190
Forest area (sq. km),AG.LND.FRST.K2,Ghana,GHA,80073.859
Forest area (sq. km),AG.LND.FRST.K2,Gibraltar,GIB,0
Forest area (sq. km),AG.LND.FRST.K2,Greece,GRC,39018
Forest area (sq. km),AG.LND.FRST.K2,Greenland,GRL,2.2
Forest area (sq. km),AG.LND.FRST.K2,Grenada,GRD,177
Forest area (sq. km),AG.LND.FRST.K2,Guam,GUM,280
Forest area (sq. km),AG.LND.FRST.K2,Guatemala,GTM,34930
Forest area (sq. km),AG.LND.FRST.K2,Guinea,GIN,60690
